Station Name,Station Address,City,Zip,Phone,Hours,Charger Network,Latitutde,Longitude,Score,Businesses
Hollywood Hotel,1160 N. Vermont Ave.,Hollywood,90029,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.092846,-118.291554,3,"Monalizza Restaurant and Banquet, Dany's Deli, Dany's Deli"
The Famous Pearson Fuel Depot,4067 El Cajon Blvd.,San Diego,92105,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.754954,-117.107457,3,"Taste of Italy Restaurant, Rolberto's Taco Shop, Pizza Hut"
CIT OF CAPITOLA,420 Capitola Ave,Capitola,95010,,24 hours daily,ChargePoint Network,36.9747606,-121.9535091,3,"Taqueria Agave, Capitola Historical Museum, Cafe Laila"
McDonald's #939 - 14th Street - San Leandro CA,14823 E. 14th Street,San Leandro,94578,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.707957,-122.13278,3,"El Amigo Taco Truck, Historic BAL Theatre, McDonald's"
USC CAMPUS,1334 Biggy St,Los Angeles,90033,,24 hours daily,ChargePoint Network,34.0609274,-118.2069457,3,"Plaza Marketplace, Starbucks, HSC Grill"
The Americana at Brand,"889 Americana Way, Suite 330",Glendale,91210,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.144097,-118.257731,3,"9021PHO by Chef Kimmy Tang, Deluca's Italian Deli, The Cheesecake Factory"
SAN JOSE,225 E Santa Clara St,San Jose,95112,,24 hours daily,ChargePoint Network,37.3386699,-121.8857951,3,"Lan Noodle Bistro, Coffee Cart at City Hall, Taqueria San Jose"
Grand Vista Hotel,999 Enchanted Way,Simi Valley,93065,,24 hours daily; obtain code for use at the front desk,,34.2833705,-118.781166,3,"Arena Sports Grill & Bar, Grand Vista Hotel, Vistas Restaurant"
"Carl's Jr. - 639 N. Sepulveda Blvd., El Segundo",639 N. Sepulveda Blvd.,El Segundo,90245,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.924881,-118.396618,3,"Carl's Jr., Subway, SanSai Japanese Grill"
City of Santa Monica - Montana Avenue,1101 Montana Ave,Santa Monica,90403,,24 hours daily,,34.030347,-118.498017,3,"The Gourmet Soup Kitchen, Kreation Kafe, Locanda Portofino"
PALO ALTO CA,250 Hamilton Ave,Palo Alto,94301,,24 hours daily,ChargePoint Network,37.4443593,-122.159902,3,"Coconuts Caribbean Restaurant & Bar, Pacific Art League, City Hall Cafe"
City of Pleasant Hill - Downtown Parking Garage,160 Crescent Dr,Pleasant Hill,94523,,24 hours daily,ChargePoint Network,37.94436646,-122.0615,3,"Century 16 Downtown, Five Guys Burgers and Fries, Zachary's Chicago Pizza"
Watsonville,330 Main Street,Watsonville,95076,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,36.90977454,-121.7563988,3,"Super Grullense Taqueria, El Alteno, D'Angelo's"
San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,San Luis Obispo,93401,,24 hours daily,,35.25982,-120.676,3,"Greenhouse Grill and Cafe, Breezeway Deli & Wine, The Crushed Grape"
CITYOFSANTAROSA,555 First Street,Santa Rosa,95401,,24 hours daily,ChargePoint Network,38.4382233,-122.7131918,3,"Cafe Des Croissants, Roxy Stadium 14 Cinemas, Caf Martin"
Union Bank - Tesla,31971 Camino Capistrano,San Juan Capistrano,92675,,24 hours daily; for Tesla use only,,33.4983514,-117.6628716,3,"El Campeon, Mollies Famous Cafe, Taqueria Y Tortilleria El Campeon"
McDonald's #26922 - Balfour Rd - Brentwood CA,2351 Balfour Rd,Brentwood,94513,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.92569,-121.736456,3,"Subway, Numero Uno Taqueria, McDonald's"
Kilroy - Valley Centre Drive,3611 Valley Centre Drive,San Diego,92130,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.936676,-117.234641,3,"GoodOnYaDeli, Green Leaf Cafe and Catering, Western Cafe"
BROOKFIELD WEST,111 W Ocean Blvd,Long Beach,90802,,24 hours daily,ChargePoint Network,33.767661,-118.193101,3,"L'Opera Ristorante, Java Junction, Rock Bottom Restaurant & Brewery"
1539 FIRST PD,1501-1541 1st St,Napa,94559,,24 hours daily,ChargePoint Network,38.2968633,-122.2897794,3,"Andaz Farmer's Table, Tarla Bar + Grill, AVIA Kitchen"
DGS MAIN,1616 Capitol Ave,Sacramento,95822,,24 hours daily,ChargePoint Network,38.5743229,-121.4860218,3,"Capitol Sports Grill, East End Sports Grill, MVP Sports Grill"
101 LYTTON,355 Alma St,Palo Alto,94301,,24 hours daily,ChargePoint Network,37.4445483,-122.1656638,3,"Bongpiyang Korean BBQ, Jasons Cafe, Darbar Indian Cuisine"
3 HOURS FREE,500 Capitol Mall,Sacramento,95814,,24 hours daily,ChargePoint Network,38.578058,-121.501407,3,"River City Cafe, Le Petite Pedlar, General Store and Deli"
CITY OF VENTURA,460 E Harbor Blvd,Ventura,93001,,24 hours daily,ChargePoint Network,34.276903,-119.293699,3,"C-Street, C Street Restaurant, The Aloha Steakhouse"
WHOLE FOODS MKT,3502 Mt Diablo Blvd,Lafayette,94549,,24 hours daily,ChargePoint Network,37.893428,-122.117124,3,"Blue Gingko, Chipotle Mexican Grill, Peet's Coffee & Tea"
BROOKFIELD WEST,601 S Figueroa St,Los Angeles,90017,,24 hours daily,ChargePoint Network,34.0507015,-118.2594615,3,"Cafe Mirelli, Kyoto, Border Grill Stop"
BWP EV CHARGE,120 E Orange Grove Ave,Burbank,91502,,24 hours daily,ChargePoint Network,34.180717,-118.3107268,3,"The French Crepe Co., Islands Restaurant, Flavor of India"
221 Main St. Parking,221 Main St.,San Francisco,94105,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.790348,-122.392242,3,"Sweet Joanna's Cafe, Main Tower Deli, Spread'z"
SAN JOSE,44 S 4th St,San Jose,95112,,24 hours daily,ChargePoint Network,37.3368338,-121.8861582,3,"Kaleid Gallery, Flames Coffee Shop & Bakery, Flames Eatery & Bar"
Burger King,11546 Sherman Way,North Hollywood,91605,,24 hours daily,,34.2011817,-118.3833404,3,"Burger King, Restaurante Amalias, El Taco Llama"
Pala Casino Spa & Resort,11154 Highway 76,Pala,92059,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.363735,-117.082696,3,"Pala Cafe, Amigo's, Choices Buffet"
COVINA EV,124 E College St,Covina,91723,,24 hours daily,ChargePoint Network,34.0871867,-117.8893966,3,"Sweet Savory Cafe & Bakery, El Bukanas, Bread & Barley"
Whole Foods #23 - Wilshire Blvd - Santa Monica CA,2201 Wilshire Blvd,Santa Monica,90403,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.0332,-118.48125,3,"O'Briens Irish Pub, New York Bagel & Deli, Earth Wind & Flour"
TARGET CORP,125 Shoreline Blvd,San Rafael,94901,,24 hours daily,ChargePoint Network,37.955212,-122.4912639,2,"Starbucks, Starbucks"
McDonald's #18516 - W. A Street - Hayward CA,355 West A. Street,Hayward,94541,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.666474,-122.106325,2,"McDonald's, Mcdonalds"
City of Del Mar-Beach Safety Center,1690 Coast Blvd,Del Mar,92014,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.96254201,-117.2678254,2,"Jake's, Poseidon"
Sheldon Town Center,8973 Grant Line Rd,Elk Grove,95624,,24 hours daily,,38.4316103,-121.2998363,2,"Bert's Diner, Subway"
BEVERLY HILLS,221 N Crescent Dr,Beverly Hills,90210,,24 hours daily,ChargePoint Network,34.0689058,-118.397785,2,"Nozawa Bar, Sugarfish By Sushi Nozawa"
AFP EV CHARGERS,1 S Almaden Blvd,San Jose,95113,,24 hours daily,ChargePoint Network,37.3334193,-121.895282,2,"Cafe One, Caffe La Pastaia"
BMW CHARGERS,371 Hitchcock Way,Santa Barbara,93105,,24 hours daily,ChargePoint Network,34.4340975,-119.746084,2,"Metropolitan Plaza de Oro, The Natural Cafe"
BEVERLY HILLS,450 N Crescent Dr,Beverly Hills,90210,,24 hours daily,ChargePoint Network,34.0719752,-118.4004986,2,"GoodFellas Taco Catering, The Terrace"
Manhattan Beach City Hall Garage,1400 Highland Ave,Manhattan Beach,90266,,24 hours daily; two hour parking limit,,33.8870094,-118.4107196,2,"Uncle Bill's Pancake House, Ocean View Caf"
InterContinental Hotel - San Francisco,888 Howard St,San Francisco,94103,,24 hours daily; pay lot,,37.782079,-122.404764,2,"Luce, The Chieftain Irish Pub & Restaurant"
Best Western Plus Pepper Tree Inn,3850 State St,Santa Barbara,93105,,24 hours daily; pay lot for public; guests charge free,,34.44114,-119.748888,2,"K's Tree House Restaurant, Treehouse Restaurant"
Best Western Plus Treehouse - Tesla,111 Morgan Way,Mount Shasta,96067,,24 hours daily; for Tesla use only,,41.3098055,-122.3176556,2,"Tree House, Cooper's Bar and Grill"
Bella Vista Road Park & Ride Lot - Inductive,782 Davis Ct,Vacaville,95687,,24 hours daily,,38.34962,-121.987,2,"Sonic Drive-In, Sonic Drive-In"
Ralph's,5601 Wilshire Blvd,Los Angeles,90036,,24 hours daily,,34.062928,-118.350951,2,"International House of Pancakes, Starbucks"
IRVINE CO OFC,4660 La Jolla Village Dr,San Diego,92122,,24 hours daily,ChargePoint Network,32.8746129,-117.2070978,2,"Sunflowers Cafe & Bakery, On a Roll"
COPPOLA WINERY,300 Via Archimedes,Geyserville,95441,,24 hours daily,ChargePoint Network,38.6796559,-122.8880721,2,"Rustic, Francis's Favorites, Rustic"
KUIC Parking Lot - Lot 9,500 Catherine St,Vacaville,95688,,24 hours daily,,38.355867,-121.9862,2,"Tugboat Fish & Chips, Vasquez Mexican Food"
Bella Vista Road Park & Ride Lot - Tesla,782 Davis Ct,Vacaville,95687,,24 hours daily,,38.34962,-121.987,2,"Sonic Drive-In, Sonic Drive-In"
MAPLE PLAZA,345 N Maple Dr,Beverly Hills,90210,,24 hours daily,ChargePoint Network,34.0750351,-118.3937498,2,"The Larder at Maple Drive, Good 2 Go"
1935 Waterman Ave -San Bernardino- LA/CA,"1935 S. Waterman Ave, San Bernardino",San Bernardino,92408,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.066012,-117.278265,2,"7-Eleven, Seattle's Best Teriyaki"
SMCCD,4 College Rd,San Bruno,94066,,24 hours daily,ChargePoint Network,37.6314148,-122.4675263,2,"El Capitan Espresso, Skyline College Cafeteria"
SACRAMENTO,135 Neasham Cir,Sacramento,95814,,24 hours daily,ChargePoint Network,38.580612,-121.506443,2,"Old Sacramento Schoolhouse Museum, Joe's Crab Shack"
CITYOFSANRAFAEL,1116 3rd St,San Rafael,94901,,24 hours daily,ChargePoint Network,37.9722048,-122.5285845,2,"Il Davide, Dr. Lettuce"
Winters Community Center,201 Railroad Ave,Winters,95694,,24 hours daily,,38.521253,-121.967918,2,"Chuy's Taqueria, Ficelle"
The Collection at RiverPark - Tesla,2751 Park View Ct,Oxnard,93036,,24 hours daily; for Tesla use only,,34.2407485,-119.1769941,2,"The Painted Cabernet, Yard House"
City of Pasadena - Playhouse Theatre Lot ,44 S Madison Ave  ,Pasadena,91101,,24 hours daily; pay lot,,34.1450711,-118.1383589,2,"Aarnun Gallery Fine Picture Framing, Galerie Gabrie"
eMotors,6791 Sebastopol Ave,Sebastopol,95472,,24 hours daily; Level 1 station available 8am-5pm only; use code 3227 for access,,38.4025759,-122.8207329,2,"The Guayaki Mate Cafe, Sebastopol Liquor & Delicatessen"
PLEASANT HILL,160 Crescent Dr,Pleasant Hill,94523,,24 hours daily,ChargePoint Network,37.9442019,-122.0615054,2,"Century 16 Downtown, Zachary's Chicago Pizza"
De Anza College,21250 Stevens Creek Blvd,Cupertino,95014,,24 hours daily,,37.319171,-122.045112,2,"Euphrat Museum of Art, Cafe Rococo"
Petro Shopping Center - Tesla,5602 Dennis McCArthy Dr,Lebec,93243,,24 hours daily; for Tesla use only,,34.9871869,-118.9462364,2,"Chipotle Mexican Grill, Chipotle Mexican Grill"
CITY OF SSF,329 Miller Ave,South San Francisco,94080,,24 hours daily,ChargePoint Network,37.656184,-122.411215,2,"Bravo Pizza, Ed's Diner"
IRVINE CO OFC,5451 Great America Pkwy,Santa Clara,95054,,24 hours daily,ChargePoint Network,37.4118471,-121.9775397,2,"Erik's DeliCaf, Cloud Dine"
McDonald's #12565 - Main Street - Oakley CA,914 Main Street,Oakley,94561,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,38.005536,-121.751895,2,"Starbucks, McDonald's"
CONTRA COSTA,2999 Oak Rd,Walnut Creek,94597,,24 hours daily,ChargePoint Network,37.92795,-122.057871,2,"Taheri's Mediterranean Restaurant & Catering, The Perfect Cup"
City of Ukiah Public Parking Lot,N Oak & W Standley St,Ukiah,95482,,24 hours daily,,39.15,-123.2091,2,"Patrona, Eddie's Cocina"
CARPINTERIA,499 Linden Ave,Carpinteria,93013,,24 hours daily,ChargePoint Network,34.3960457,-119.521904,2,"Esau's Coffee Shop, Siam Elephant"
Bella Vista Road Park & Ride Lot - ClipperCreek,782 Davis Ct,Vacaville,95687,,24 hours daily,,38.34962,-121.987,2,"Sonic Drive-In, Sonic Drive-In"
Pleasanton Corporate Commons - 6210,6210 Stoneridge Mall Road,Pleasanton,94588,,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,SemaCharge Network,37.6953563,-121.9243172,2,"Specialty's Cafe & Bakery, Panda Express"
Pitt School Plaza,1440 Ary Ln,Dixon,95620,,24 hours daily,,38.45754,-121.842552,2,"Subway, Starbucks"
NEW LEAF,1101 Fair Ave,Santa Cruz,95060,,24 hours daily,ChargePoint Network,36.9595694,-122.046762,2,"West End Tap & Kitchen, Sunchai"
TOPAZ,222 W 6th St,Los Angeles,90731,,24 hours daily,ChargePoint Network,33.7391494,-118.2826259,2,"Human Array, Pacific Cafe"
Pasadena Hilton - Valet,150 S Los Robles,Pasadena,91101,,24 hours daily; pay lot,,34.143124,-118.140308,2,"Starbucks, The Pumpernickel Deli"
San Diego Wild Animal Park,15500 San Pasqual Valley Rd,Escondido,92027,, 24 hours daily; pay lot,,33.0963683,-117.0021843,2,"Oasis Deli, Raptor's Nest Cafe"
8500 Burton Way,8500 Burton Way,Los Angeles,90048,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.071196,-118.377094,2,"The Larder at Burton Way, The Larder at Burton Way"
McDonald's #1353 - Clayton Rd. - Concord CA,4550 Clayton Road,Concord,94521,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.962458,-121.986513,2,"Taqueria Los Gallos Express, McDonald's"
CCSF - SFO,San Francisco International Airport Domestic Garage,San Francisco,94128,,24 hours daily,ChargePoint Network,37.6163742,-122.3860981,2,"Mission Cafe, Tyler Florence Rotisserie"
Hazard Center,7510 Hazard Center Drive,San Diego,92108,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.770343,-117.159027,2,"UltraStar Mission Valley at Hazard Center, Applebee's"
PPR,1 Industry Hills Pkwy,City of Industry,91744,,24 hours daily,ChargePoint Network,34.020493,-117.9271076,2,"Red Restaurant and Bar, Cima Restaurant"
Pine Tree Plaza,2125 S Broadway,Santa Maria,93454,,24 hours daily,,34.9215469,-120.4362737,2,"Carl's Jr., Little Caesars Pizza"
350GREEN,Stoneridge Mall Rd,Pleasanton,94588,,24 hours daily,ChargePoint Network,37.6975098,-121.9279175,2,"Nordstrom Espresso Bar, Nordstrom's Cafe"
Wells Fargo Center,400 Capital Mall,Sacramento,95814,,Garage business hours,,38.578336,-121.502451,2,"Wells Fargo History Museum, Il Fornaio"
BWP EV CHARGE,201 N Magnolia Ave,Burbank,91502,,24 hours daily,ChargePoint Network,34.1777772,-118.3174653,2,"Giamela's Submarine Sandwiches, Wahoo's Fish Tacos"
Costco,951 Palomar Airport Rd,Carlsbad,92011,,24 hours daily,,33.1201381,-117.3165503,2,"Costco Food Court, Costco Snack Bar"
350GREEN,535 S Pacific Coast Hwy,Redondo Beach,90277,,24 hours daily,ChargePoint Network,33.8332901,-118.3853073,2,"Dominique's Kitchen, Ragin Cajun Cafe"
IRVINE CO OFC,3200 Park Center Dr,Costa Mesa,92626,,24 hours daily,ChargePoint Network,33.6889749,-117.8828882,2,"Mastro's Steakhouse, Specialty's Cafe and Bakery"
NCTD-Oceanside Transit Center,235 South Tremont Street,Oceanside,92054,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.193071,-117.378362,2,"Java Hut Coffee Company, Burger King"
350GREEN,1344 W Redondo Beach Blvd,Gardena,90247,,24 hours daily,ChargePoint Network,33.891098,-118.2995605,2,"Maki Yaki 5, Hong Kong Express"
CCSF-SFMTA,833 Mission Street,San Francisco,94103,,24 hours daily,ChargePoint Network,37.7832966,-122.4052064,2,"Sushi Train, The Cravery"
McDonald's - McKee - San Jose CA,2353 McKee Rd,San Jose,95133,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.367108,-121.848602,2,"McDonald's, Nam Tien"
CCSF - SFZOO,1 Zoo Road,SF,94132,,24 hours daily,ChargePoint Network,37.7329099,-122.50324,2,"Terrace Caf, Taqueria @ Terrace Cafe"
Brea Civic Center,1 Civic Center Cir,Brea,92821,,Garage business hours; 4 hour parking limit; pay lot,,33.91743,-117.889,2,"City of Brea Art Gallery, Rubio's Fresh Mexican Grill"
McDonald's #19235 - Lone Tree Way - Antioch CA,4440 Lone Tree Way,Antioch,94509,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.966543,-121.782689,2,"Water Wheels Asian  Restaurant, Starbucks"
Ace Parking Downtown Lot 1,1240 4th Ave,San Diego,92107,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.718288,-117.161218,2,"The Plaza Deli, Cafe dell Alba"
Gilroy Premium Outlets - Tesla,681 Leavesley Rd,Gilroy,95020,,24 hours daily; for Tesla use only,,37.025243,-121.564417,2,"Erik's Delicafe, The Gilroy Pizza Company"
ADOBE-SAN JOSE,321 Park Ave,San Jose,95113,,24 hours daily,ChargePoint Network,37.3308497,-121.8933653,2,"Adobe Cafeteria, Adobe Cafeteria"
Stanford Mall - DC Fast,660 Stanford Shopping Ctr,Palo Alto,94304,,Accessible during mall hours; pay lot,,37.44331,-122.16963,2,"Teavana, Max's"
UCSF CAMPUS,500 Parnassus Ave,San Francisco,94122,,24 hours daily,ChargePoint Network,37.7634602,-122.4587043,2,"Caffe Terzetto Express, Caffe Terzetto Express"
Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Sacramento,95816,,24 hours daily; pay lot,,38.5729034,-121.4674155,2,"Round Table Pizza, Luis Jr's Mexican Food"
SAN ANSLEMO,22 Magnolia Ave,San Anselmo,94960,,24 hours daily,ChargePoint Network,37.9753601,-122.5635251,2,"The San Anselmo Coffee Roastery, Taco Jane's"
MAIN PLAZA,1920 Main St,Irvine,92614,,24 hours daily,ChargePoint Network,33.6841649,-117.8525605,2,"El Torito Grill, Mick's Karma Bar"
RICHMOND,2540 Barrett Ave,Richmond,94804,,24 hours daily,ChargePoint Network,37.9380309,-122.3443344,2,"The Art of Living Black, The Art of Living Black"
621 CAPITOL MAL,621 Capitol Mall,Sacramento,95814,,24 hours daily,ChargePoint Network,38.5788549,-121.4990929,2,"Morton's The Steakhouse, Ambrosia At 621"
350GREEN,11900 Beach Blvd,Stanton,90680,,24 hours daily,ChargePoint Network,33.789135,-117.992691,2,"Starbucks, Domino's Pizza"
Stonehaus at Westlake Village Inn,32039 Agoura Rd,Westlake Village,91361,,24 hours daily; free for hotel and restaurant guests,,34.1480316,-118.8179447,2,"Mediterraneo, The Stonehaus"
NATURAL GROCERY,10387 San Pablo Avenue,El Cerrito,94530,,24 hours daily,ChargePoint Network,37.9076049,-122.3067163,2,"Jack In The Box, El Cerrito Natural Grocery - Prepared Food Annex"
City of Winters,311 1st St,Davis,95616,,24 hours daily,,38.541444,-121.7436132,2,"Enju Sushi, Delta of Venus Cafe & Pub"
East Washington Plaza,401 Kenilworth Drive,Petaluma,94952,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.927951,-122.057907,2,"Taheri's Mediterranean Restaurant & Catering, The Perfect Cup"
IRVINE CO OFC,4675 MacArthur Ct,Newport Beach,92660,,24 hours daily,ChargePoint Network,33.6698517,-117.8621482,2,"Las Palmas Cafe, Specialty's Cafe & Bakery"
Brea Downtown Parking,101 S Brea Blvd,Brea,92821,,Garage business hours; 4 hour parking limit; pay lot,,33.9192454,-117.899168,2,"Farrell's Ice Cream Parlour Restaurant, Yard House"
